name,isin,category,sub_category,fund_house
ICICI Prudential Nifty Bank Index Fund - Direct Plan Growth,INF109KC11A4,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Bank Index Fund - Growth,INF109KC1Z89,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Direct Plan - Growth,INF109KC18K8,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,INF109KC15K4,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,INF109KC13E2,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty IT Index Fund - Growth,INF109KC10E8,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,INF109KC12U0,Equity,Mid Cap,ICICI Mutual Fund
ICICI Prudential Nifty LargeMidcap 250 Index Fund - Growth,INF109KC15U3,Equity,Mid Cap,ICICI Mutual Fund
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,INF109KC1W58,Equity,Mid Cap,ICICI Mutual Fund
ICICI Prudential Nifty Midcap 150 Index Fund - Growth,INF109KC1W25,Equity,Mid Cap,ICICI Mutual Fund
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,INF109K01Y80,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Next 50 Index Fund - Growth,INF109K01IF1,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth,INF109KC11M9,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty Pharma Index Fund - Growth,INF109KC18L6,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty Private Bank Index Fund - Direct Plan - Growth,INF109K1A369,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Private Bank Index Fund - Growth,INF109K1A351,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,INF109KC1S88,Debt,Other,ICICI Mutual Fund
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,INF109KC1S13,Debt,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth,INF109KC14L5,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,INF109KC11L1,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,INF109KC13P8,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth,INF109KC10P4,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth,INF109KC14B6,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,INF109KC11B2,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF109KC1V18,Equity,Small Cap,ICICI Mutual Fund
ICICI Prudential Nifty Smallcap 250 Index Fund - Growth,INF109KC1U84,Equity,Small Cap,ICICI Mutual Fund
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Direct Plan - Growth,INF109K1A310,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Top 15 Equal Weight Index Fund - Growth,INF109K1A286,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty200 Quality 30 Index Fund - Direct Plan - Growth,INF109K1A252,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty200 Quality 30 Index Fund - Growth,INF109K1A229,Equity,Thematic,ICICI Mutual Fund
ICICI Prudential Nifty200 Value 30 Index Fund - Direct Plan - Growth,INF109KC13X2,Equity,Value,ICICI Mutual Fund
ICICI Prudential Nifty200 Value 30 Index Fund - Growth,INF109KC10X8,Equity,Value,ICICI Mutual Fund
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth,INF109KC10J7,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,INF109KC17I4,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty50 Value 20 Index Fund - Direct Plan - Growth,INF109KC16T3,Equity,Value,ICICI Mutual Fund
ICICI Prudential Nifty50 Value 20 Index Fund - Growth,INF109KC19T7,Equity,Value,ICICI Mutual Fund
Invesco India Nifty G-sec Jul 2027 Index Fund - Direct - Growth,INF205KA1775,Other,Other,Invesco Mutual Fund
Invesco India Nifty G-sec Jul 2027 Index Fund - Regular - Growth,INF205KA1759,Other,Other,Invesco Mutual Fund
Invesco India Nifty G-sec Sep 2032 Index Fund - Direct - Growth,INF205KA1817,Other,Other,Invesco Mutual Fund
Invesco India Nifty G-sec Sep 2032 Index Fund - Regular - Growth,INF205KA1791,Other,Other,Invesco Mutual Fund
JioBlackRock Nifty 50 Index Fund - Direct Plan - Growth Option,INF22M001044,Other,Other,JioBlackRock Mutual Fund
JioBlackRock Nifty 8-13 yr G-Sec Index Fund - Direct Plan - Growth Option,INF22M001069,Other,Other,JioBlackRock Mutual Fund
JioBlackRock Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,INF22M001077,Equity,Mid Cap,JioBlackRock Mutual Fund
JioBlackRock Nifty Next 50 Index Fund - Direct Plan - Growth Option,INF22M001085,Other,Other,JioBlackRock Mutual Fund
JioBlackRock Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,INF22M001051,Equity,Small Cap,JioBlackRock Mutual Fund
Kotak  BSE Housing Index Fund - Regular Plan - Growth Option,INF174KA1OU1,Other,Other,Kotak Mutual Fund
Kotak BSE Housing Index Fund - Direct Plan - Growth Option,INF174KA1OX5,Other,Other,Kotak Mutual Fund
Kotak BSE PSU Index Fund - Direct Plan - Growth,INF174KA1SL1,Other,Other,Kotak Mutual Fund
Kotak BSE PSU Index Fund - Regular Plan - Growth,INF174KA1SI7,Other,Other,Kotak Mutual Fund
Kotak BSE Sensex Index Fund - Regular - Growth,INF174KA1US2,Other,Other,Kotak Mutual Fund
Kotak BSE Sensex Index Fund- Direct - Growth,INF174KA1UV6,Other,Other,Kotak Mutual Fund
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Direct - Growth,INF174KA1UX2,Debt,Other,Kotak Mutual Fund
Kotak CRISIL - IBX AAA Bond Financial Services Index Dec 2026 Fund - Regular - Growth,INF174KA1VA8,Debt,Other,Kotak Mutual Fund
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option,INF174KA1TF1,Other,Other,Kotak Mutual Fund
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-GROWTH,INF174KA1SW8,Other,Other,Kotak Mutual Fund
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Direct-Growth,INF174KA1VK7,Debt,Other,Kotak Mutual Fund
Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index Fund-Regular-Growth,INF174KA1VN1,Debt,Other,Kotak Mutual Fund
Kotak Nifty 100 Equal Weight Index Fund - Direct Plan - Growth,INF174KA1TY2,Other,Other,Kotak Mutual Fund
Kotak Nifty 100 Equal Weight Index Fund - Regular Plan - Growth,INF174KA1UB8,Other,Other,Kotak Mutual Fund
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option,INF174KA1RZ3,Equity,Thematic,Kotak Mutual Fund
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - Growth option,INF174KA1RW0,Equity,Thematic,Kotak Mutual Fund
Kotak Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,INF174KA1OB1,Other,Other,Kotak Mutual Fund
Kotak Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,INF174KA1NY5,Other,Other,Kotak Mutual Fund
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - DIRECT PLAN - GROWTH,INF174KA1WN9,Equity,Thematic,KOTAK Mutual Fund
KOTAK NIFTY 200 QUALITY 30 INDEX FUND - REGULAR PLAN - GROWTH,INF174KA1WQ2,Equity,Thematic,KOTAK Mutual Fund
Kotak Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,INF174KA1UE2,Other,Other,Kotak Mutual Fund
Kotak Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,INF174KA1UH5,Other,Other,Kotak Mutual Fund
Kotak Nifty 50 Index Fund - Direct Plan-Growth,INF174KA1HA7,Other,Other,Kotak Mutual Fund
Kotak Nifty 50 Index Fund - Regular Plan-Growth,INF174KA1GX1,Other,Other,Kotak Mutual Fund
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Direct Plan - Growth,INF174KA1WY6,Debt,Other,Kotak Mutual Fund
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund - Regular Plan - Growth,INF174KA1WV2,Debt,Other,Kotak Mutual Fund
Kotak Nifty Alpha 50 Index Fund - Direct Plan - Growth,INF174KA1XG1,Other,Other,Kotak Mutual Fund
Kotak Nifty Alpha 50 Index Fund - Regular Plan - Growth,INF174KA1XJ5,Other,Other,Kotak Mutual Fund
Kotak Nifty Commodities Index Fund-Direct Growth,INF174KA1VE0,Equity,Thematic,Kotak Mutual Fund
KOTAK NIFTY COMMODITIES INDEX FUND-REGULAR GROWTH,INF174KA1VH3,Equity,Thematic,KOTAK Mutual Fund
Kotak Nifty Financial Services Ex-Bank Index Fund - Direct Plan - Growth option,INF174KA1OR7,Other,Other,Kotak Mutual Fund
Kotak Nifty Financial Services Ex-Bank Index Fund - Regular Plan - Growth option,INF174KA1OO4,Other,Other,Kotak Mutual Fund
Kotak Nifty G-Sec July 2033 Index Fund - Direct Plan - Growth,INF174KA1PJ1,Other,Other,Kotak Mutual Fund
Kotak Nifty G-Sec July 2033 Index Fund - Regular Plan - Growth,INF174KA1PG7,Other,Other,Kotak Mutual Fund
Kotak Nifty India Tourism Index Fund-Direct-Growth Option,INF174KA1SZ1,Other,Other,Kotak Mutual Fund
Kotak Nifty India Tourism Index Fund-Regular plan-Growth,INF174KA1TC8,Other,Other,Kotak Mutual Fund
KOTAK NIFTY MIDCAP 150 INDEX FUND-DIRECT PLAN-GROWTH,INF174KA1VQ4,Equity,Mid Cap,KOTAK Mutual Fund
KOTAK NIFTY MIDCAP 150 INDEX FUND-REGULAR PLAN-GROWTH,INF174KA1VT8,Equity,Mid Cap,KOTAK Mutual Fund
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Direct Plan-Growth,INF174KA1TM7,Equity,Mid Cap,Kotak Mutual Fund
Kotak Nifty Midcap 150 Momentum 50 Index Fund-Regular Plan-Growth,INF174KA1TP0,Equity,Mid Cap,Kotak Mutual Fund
KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH,INF174KA1SR8,Equity,Mid Cap,KOTAK Mutual Fund
KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-GROWTH,INF174KA1SO5,Equity,Mid Cap,KOTAK Mutual Fund
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,INF174KA1GA9,Other,Other,Kotak Mutual Fund
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,INF174KA1FX3,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth,INF174KA1IL2,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,INF174KA1II8,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth,INF174KA1IR9,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth,INF174KA1IO6,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,INF174KA1LC5,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Jul 2026 Index Fund Regular Plan Growth,INF174KA1KZ8,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,INF174KA1MJ8,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,INF174KA1MG4,Other,Other,Kotak Mutual Fund
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,INF174KA1JT3,Debt,Other,Kotak Mutual Fund
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth,INF174KA1JQ9,Debt,Other,Kotak Mutual Fund
Kotak Nifty SmallCap 250 Index Fund- Direct - Growth,INF174KA1UK9,Equity,Small Cap,Kotak Mutual Fund
Kotak Nifty SmallCap 250 Index Fund- Regular - Growth,INF174KA1UN3,Equity,Small Cap,Kotak Mutual Fund
Kotak Nifty Smallcap 50 Index Fund - Direct Plan - Growth,INF174KA1NB3,Equity,Small Cap,Kotak Mutual Fund
Kotak Nifty Smallcap 50 Index Fund - Regular Plan - Growth,INF174KA1MY7,Equity,Small Cap,Kotak Mutual Fund
Kotak Nifty Top 10 Equal Weight Index Fund-Direct Plan-Growth,INF174KA1WD0,Other,Other,Kotak Mutual Fund
Kotak Nifty Top 10 Equal Weight Index Fund-Regular Plan-Growth,INF174KA1WG3,Other,Other,Kotak Mutual Fund
LIC MF BSE Sensex Index Fund-Direct Plan-Growth,INF767K01FJ4,Other,Other,LIC Mutual Fund
LIC MF BSE Sensex Index Fund-Regular Plan-Growth,INF767K01139,Other,Other,LIC Mutual Fund
LIC MF Nifty 50 Index Fund-Direct Plan-Growth,INF767K01FF2,Other,Other,LIC Mutual Fund
LIC MF Nifty 50 Index Fund-Regular Plan-Growth,INF767K01162,Other,Other,LIC Mutual Fund
LIC MF Nifty Next 50 Index Fund-Direct Plan-Growth,INF397L01AW2,Other,Other,LIC Mutual Fund
LIC MF Nifty Next 50 Index Fund-Regular Plan-Growth,INF397L01174,Other,Other,LIC Mutual Fund
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - Growth,INF769K01IX5,Debt,Gilt,Mirae Mutual Fund
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth,INF769K01IU1,Debt,Gilt,Mirae Mutual Fund
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Direct Plan - Growth,INF769K01OS3,Debt,Other,Mirae Mutual Fund
Mirae Asset CRISIL-IBX Financial Services 9-12 Months Debt Index Fund - Regular Plan - Growth,INF769K01OP9,Debt,Other,Mirae Mutual Fund
Mirae Asset Nifty 50 Index Fund - Direct Plan - Growth,INF769K01MQ1,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty 50 Index Fund - Regular Plan - Growth,INF769K01MO6,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,INF769K01JD5,Debt,Other,Mirae Mutual Fund
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,INF769K01JA1,Debt,Other,Mirae Mutual Fund
Mirae Asset Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth,INF769K01MJ6,Equity,Mid Cap,Mirae Mutual Fund
Mirae Asset Nifty LargeMidcap 250 Index Fund - Regular Plan - Growth,INF769K01MG2,Equity,Mid Cap,Mirae Mutual Fund
Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth,INF769K01IE5,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty SDL Jun 2027 Index Fund -Direct Plan - Growth,INF769K01IH8,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty SDL June 2028 Index Fund - Direct Plan - Growth,INF769K01JZ8,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty SDL June 2028 Index Fund -Regular Plan - Growth,INF769K01JW5,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty Total Market Index Fund - Direct Plan - Growth,INF769K01MD9,Other,Other,Mirae Mutual Fund
Mirae Asset Nifty Total Market Index Fund - Regular Plan - Growth,INF769K01MA5,Other,Other,Mirae Mutual Fund
Motilal Oswal BSE 1000 Index Fund - Direct Plan - Growth,INF247L01FM9,Other,Other,Motilal Mutual Fund
Motilal Oswal BSE 1000 Index Fund - Regular Plan - Growth,INF247L01FN7,Other,Other,Motilal Mutual Fund
Motilal Oswal BSE Financials ex Bank 30 Index Fund Direct Growth,INF247L01BC9,Other,Other,Motilal Mutual Fund
Motilal Oswal BSE Financials ex Bank 30 Index Fund Regular Growth,INF247L01BD7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,INF247L01AE7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,INF247L01AF4,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty 500 Momentum 50 Index Fund-Direct Plan-Growth,INF247L01DL6,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty 500 Momentum 50 Index Fund-Regular Plan-Growth,INF247L01DM4,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty Capital Market Index Fund - Direct Plan - Growth,INF247L01EB5,Equity,Thematic,Motilal Mutual Fund
Motilal Oswal Nifty Capital Market Index Fund - Regular Plan - Growth,INF247L01EC3,Equity,Thematic,Motilal Mutual Fund
Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,INF247L01CW5,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty India Defence Index Fund Regular Plan Growth,INF247L01CV7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty Microcap 250 Index Fund- Direct- Growth Option,INF247L01BQ9,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty Microcap 250 Index Fund- Regular- Growth Option,INF247L01BR7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall Financial Services Index Fund - Direct Plan- Growth,INF247L01DW3,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall Financial Services Index Fund-Regular Plan-Growth,INF247L01DX1,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall Healthcare Index Fund- Direct Plan-Growth,INF247L01EA7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall Healthcare Index Fund-Regular Plan-Growth,INF247L01DT9,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall India Consumption Index Fund - Direct Plan- Growth,INF247L01DU7,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall India Consumption Index Fund-Regular Plan-Growth,INF247L01DV5,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Direct Plan- Growth,INF247L01DY9,Equity,Thematic,Motilal Mutual Fund
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund-Regular Plan-Growth,INF247L01DZ6,Equity,Thematic,Motilal Mutual Fund
Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,INF247L01AC1,Other,Other,Motilal Mutual Fund
Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,INF247L01AD9,Other,Other,Motilal Mutual Fund
Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,INF247L01AG2,Other,Other,Motilal Mutual Fund
Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,INF247L01AH0,Other,Other,Motilal Mutual Fund
NAVI BSE SENSEX INDEX FUND - DIRECT PLAN - GROWTH,INF959L01HK9,Other,Other,NAVI Mutual Fund
NAVI BSE SENSEX INDEX FUND - REGULAR PLAN - GROWTH,INF959L01HJ1,Other,Other,NAVI Mutual Fund
Navi Nifty 50 Index Fund-Direct Plan-Growth,INF959L01FP2,Other,Other,Navi Mutual Fund
Navi Nifty 50 Index Fund-Regular Plan-Growth,INF959L01FQ0,Other,Other,Navi Mutual Fund
Navi Nifty Bank Index Fund- Direct Plan- Growth,INF959L01FT4,Other,Other,Navi Mutual Fund
Navi Nifty Bank Index Fund- Regular Plan- Growth,INF959L01FU2,Other,Other,Navi Mutual Fund
Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth,INF959L01GD6,Other,Other,Navi Mutual Fund
Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,INF959L01GE4,Other,Other,Navi Mutual Fund
Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,INF959L01FX6,Equity,Mid Cap,Navi Mutual Fund
Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,INF959L01FY4,Equity,Mid Cap,Navi Mutual Fund
Navi Nifty Next 50 Index Fund- Direct Plan- Growth,INF959L01FR8,Other,Other,Navi Mutual Fund
Navi Nifty Next 50 Index Fund- Regular Plan- Growth,INF959L01FS6,Other,Other,Navi Mutual Fund
Navi NiftyIT Index Fund - Direct Plan- Growth,INF959L01HM5,Equity,Thematic,Navi Mutual Fund
Navi NiftyIT Index Fund - Regular Plan -Growth,INF959L01HL7,Equity,Thematic,Navi Mutual Fund
Nippon India BSE Sensex Next 30 Index Fund - Regular Plan-Growth Option,INF204KC1FA3,Other,Other,Nippon Mutual Fund
Nippon India BSE Sensex Next 30 Index Fund- Direct Plan- Growth Option,INF204KC1FD7,Other,Other,Nippon Mutual Fund
Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Direct Plan - Growth Option,INF204KC1DM3,Other,Other,Nippon Mutual Fund
Nippon India CRISIL - IBX AAA Financial Services - Dec 2026 Index Fund - Regular Plan - Growth Option,INF204KC1DJ9,Other,Other,Nippon Mutual Fund
Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Direct Plan - Growth Option,INF204KC1DS0,Other,Other,Nippon Mutual Fund
Nippon India CRISIL - IBX AAA Financial Services - Jan 2028 Index Fund - Regular Plan - Growth Option,INF204KC1DP6,Other,Other,Nippon Mutual Fund
Nippon India Index Fund - BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,INF204K01K80,Other,Other,Nippon Mutual Fund
Nippon India Index Fund - BSE Sensex Plan - Growth Plan - Growth Option,INF204K01IM6,Other,Other,Nippon Mutual Fund
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,INF204K01H36,Other,Other,Nippon Mutual Fund
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option,INF204K01IE3,Other,Other,Nippon Mutual Fund
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,INF204KB12Z0,Equity,Value,Nippon Mutual Fund
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,INF204KB19Y8,Equity,Value,Nippon Mutual Fund
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option,INF204KC1DA8,Other,Other,Nippon Mutual Fund
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth Option,INF204KC1CX2,Other,Other,Nippon Mutual Fund
Nippon India Nifty 500 Low Volatility 50 Index Fund - Direct Plan - Growth Option,INF204KC1EQ2,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan - Growth Option,INF204KC1EN9,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option,INF204KC1DG5,Other,Other,Nippon Mutual Fund
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth Option,INF204KC1DD2,Other,Other,Nippon Mutual Fund
Nippon India Nifty 500 Quality 50 Index Fund - Direct Plan - Growth Option,INF204KC1EW0,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan - Growth Option,INF204KC1ET6,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option,INF204KC1527,Debt,Other,Nippon Mutual Fund
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option,INF204KC1493,Debt,Other,Nippon Mutual Fund
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option,INF204KC1683,Debt,Other,Nippon Mutual Fund
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option,INF204KC1659,Debt,Other,Nippon Mutual Fund
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option,INF204KC1584,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,INF204KC1550,Equity,Thematic,Nippon Mutual Fund
Nippon India Nifty Auto Index Fund - Direct Plan- Growth Option,INF204KC1EE8,Other,Other,Nippon Mutual Fund
Nippon India Nifty Auto Index Fund - Regular Plan- Growth Option,INF204KC1EB4,Other,Other,Nippon Mutual Fund
Nippon India Nifty Bank Index Fund - Direct Plan - Growth Option,INF204KC1BY2,Other,Other,Nippon Mutual Fund
Nippon India Nifty Bank Index Fund - Regular Plan - Growth Option,INF204KC1BV8,Other,Other,Nippon Mutual Fund
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option,INF204KC1AC0,Debt,Other,Nippon Mutual Fund
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,INF204KC1998,Debt,Other,Nippon Mutual Fund
